timestamp,function,cgroup,mem_current,mem_high,mem_max,pgfault,pgmajfault
1774418118.3051996,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418118.3051996,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418118.8053024,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418118.8053024,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418118.8053024,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418119.305712,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418119.305712,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418119.305712,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418119.8061326,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418119.8061326,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418119.8061326,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418120.3066008,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418120.3066008,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418120.3066008,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418120.8073704,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418120.8073704,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418120.8073704,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418121.3073108,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418121.3073108,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418121.3073108,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418121.807733,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418121.807733,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418121.807733,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418122.3089802,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418122.3089802,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418122.3089802,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418122.8096204,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418122.8096204,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418122.8096204,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418123.309428,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418123.309428,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418123.309428,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418123.809915,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418123.809915,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418123.809915,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418124.3100247,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418124.3100247,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418124.3100247,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418124.8111897,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418124.8111897,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418124.8111897,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418125.310876,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418125.310876,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418125.310876,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418125.8113499,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418125.8113499,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418125.8113499,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418126.3119626,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418126.3119626,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418126.3119626,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418126.8121216,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418126.8121216,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418126.8121216,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418127.3124645,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418127.3124645,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418127.3124645,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418127.8129168,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418127.8129168,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418127.8129168,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418128.3132703,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418128.3132703,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418128.3132703,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418128.8139956,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418128.8139956,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418128.8139956,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418129.3141804,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418129.3141804,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418129.3141804,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418129.8142054,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418129.8142054,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418129.8142054,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418130.3148687,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418130.3148687,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418130.3148687,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418130.815347,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418130.815347,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418130.815347,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418131.3153486,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418131.3153486,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418131.3153486,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
1774418131.8158748,func_cpu_light_mem_light,func_a.slice,0,0,0,0,0
1774418131.8158748,func_cpu_light_mem_heavy,func_b.slice,0,0,0,0,0
1774418131.8158748,func_cpu_heavy_mem_heavy,func_c.slice,0,0,0,0,0
